lr,bs,model_dim,ks,depth,num_layers,num_heads,num_heads_s,alpha,dropout,rul_rmse_mean,rul_rmse_std
0.0007,16,16,2,2,1,1,1,0.1,0,0.04466120609048295,0.010555444194561715
0.0007,16,16,2,2,2,1,1,0.1,0,0.04717031644353613,0.016569844629241635
0.0007,16,16,2,2,3,1,1,0.1,0,0.04363516184319403,0.011811380344581736
0.0007,16,16,2,2,4,1,1,0.1,0,0.04926690812530898,0.01589836081337947
0.0007,16,16,2,3,1,1,1,0.1,0,0.04635618129933975,0.013033210835438108
0.0007,16,16,2,3,2,1,1,0.1,0,0.049097257764774804,0.013547353325535838
0.0007,16,16,2,3,3,1,1,0.1,0,0.04817927768305415,0.012747961222277266
0.0007,16,16,2,3,4,1,1,0.1,0,0.10487587530732653,0.11137717465063017
0.0007,16,16,2,4,1,1,1,0.1,0,0.04697143739688068,0.012324234593840942
0.0007,16,16,2,4,2,1,1,0.1,0,0.051341524643242376,0.017051067346634467
0.0007,16,16,2,4,3,1,1,0.1,0,0.04638080066960095,0.01221181982460215
0.0007,16,16,2,4,4,1,1,0.1,0,0.09914990440190086,0.11648001250217284
0.0007,16,16,2,5,1,1,1,0.1,0,0.04807581398364898,0.013310642640705044
0.0007,16,16,2,5,2,1,1,0.1,0,0.053081960517535526,0.0173265389503116
0.0007,16,16,2,5,3,1,1,0.1,0,0.05142364020305437,0.01378984230148097
0.0007,16,16,2,5,4,1,1,0.1,0,0.04734288726249038,0.012253864125656102
0.0007,16,16,3,2,1,1,1,0.1,0,0.04473177610839632,0.010972300664730275
0.0007,16,16,3,2,2,1,1,0.1,0,0.052643537713796124,0.017516504110230306
0.0007,16,16,3,2,3,1,1,0.1,0,0.0440121252537345,0.010048221755420614
0.0007,16,16,3,2,4,1,1,0.1,0,0.0488648686064581,0.01616037621404769
0.0007,16,16,3,3,1,1,1,0.1,0,0.04790291997265565,0.012673664890206975
0.0007,16,16,3,3,2,1,1,0.1,0,0.0409215805982229,0.01130076366201451
0.0007,16,16,3,3,3,1,1,0.1,0,0.05041352697205452,0.01533734866445004
