lr,bs,model_dim,ks,depth,num_layers,num_heads,num_heads_s,alpha,dropout,rul_rmse_mean,rul_rmse_std
0.0007,16,16,3,3,2,1,1,0.0,0,0.04894145428629788,0.01178892114729656
0.0007,16,16,3,3,2,1,1,0.05,0,0.0491435455298959,0.015678699309838173
0.0007,16,16,3,3,2,1,1,0.1,0,0.0481400809859032,0.015582156226938251
0.0007,16,16,3,3,2,1,1,0.15,0,0.04759210972045075,0.01128301788714645
0.0007,16,16,3,3,2,1,1,0.2,0,0.048384230605567805,0.01338009269374939
0.0007,16,16,3,3,2,1,1,0.25,0,0.04910974863282733,0.010918988215777517
0.0007,16,16,3,3,2,1,1,0.3,0,0.047133419571245526,0.010947778860380274
0.0007,16,16,3,3,2,1,1,0.35,0,0.051006469472805474,0.011941839943453932
0.0007,16,16,3,3,2,1,1,0.4,0,0.0489200720995653,0.01067141683061948
0.0007,16,16,3,3,2,1,1,0.45,0,0.049237509290315076,0.014389209147581706
0.0007,16,16,3,3,2,1,1,0.5,0,0.047339005634366126,0.010348483989890455
0.0007,16,16,3,3,2,1,1,0.51,0,0.048489141547757776,0.010691997310400278
0.0007,16,16,3,3,2,1,1,0.52,0,0.0477492737694818,0.011927303877256141
0.0007,16,16,3,3,2,1,1,0.53,0,0.0452778646650601,0.010464472705359005
0.0007,16,16,3,3,2,1,1,0.54,0,0.04616186781171312,0.011431225358932597
0.0007,16,16,3,3,2,1,1,0.55,0,0.0448573177152918,0.012282822495883323
0.0007,16,16,3,3,2,1,1,0.56,0,0.045271507872494204,0.010798518906364088
0.0007,16,16,3,3,2,1,1,0.5700000000000001,0,0.046805032216839654,0.01321557280143611
0.0007,16,16,3,3,2,1,1,0.5800000000000001,0,0.047430116858979854,0.011521692901019044
0.0007,16,16,3,3,2,1,1,0.5900000000000001,0,0.046956698191056676,0.012487762740509091
0.0007,16,16,3,3,2,1,1,0.6,0,0.04699969875831845,0.01123238860818029
0.0007,16,16,3,3,2,1,1,0.6000000000000001,0,0.04699969875831845,0.01123238860818029
0.0007,16,16,3,3,2,1,1,0.6100000000000001,0,0.04724053448146548,0.011415450142599383
0.0007,16,16,3,3,2,1,1,0.6200000000000001,0,0.047589795142421176,0.013405144162655883
0.0007,16,16,3,3,2,1,1,0.6300000000000001,0,0.04632281808985565,0.013656216337732301
0.0007,16,16,3,3,2,1,1,0.6400000000000001,0,0.04251774549027368,0.012900638877915736
0.0007,16,16,3,3,2,1,1,0.65,0,0.0463647742025298,0.014204840645102544
0.0007,16,16,3,3,2,1,1,0.6500000000000001,0,0.0463647742025298,0.014204840645102544
0.0007,16,16,3,3,2,1,1,0.6600000000000001,0,0.048099967389636025,0.015062068750440773
0.0007,16,16,3,3,2,1,1,0.6700000000000002,0,0.04572177450887205,0.0149586534010852
0.0007,16,16,3,3,2,1,1,0.6800000000000002,0,0.04764652721912532,0.013782312151012182
0.0007,16,16,3,3,2,1,1,0.6900000000000002,0,0.0493825270728424,0.016066957660460165
0.0007,16,16,3,3,2,1,1,0.7,0,0.05027471410718705,0.017205609560973504
0.0007,16,16,3,3,2,1,1,0.8,0,0.05259910928496475,0.015657806298667025
0.0007,16,16,3,3,2,1,1,0.9,0,0.05325586007827815,0.015719277521864118
0.0007,16,16,3,3,2,1,1,1.0,0,0.053834891368555696,0.016602040346251387
