dataset,m,ks,depth,num_layers,num_heads,val_bat,train_loss,val_loss,val_soh_rmse,val_rul_rmse,epochs,time_per_epoch
NASA,16,2,2,3,2,B0007,0.0033047370767841,0.0009445496849366,0.0185227062803461,0.0301701942054674,32,0.4186330896157484
NASA,16,2,2,3,2,B0018,0.0044489177914025,0.003406015690416,0.0334489417642289,0.0573945333274258,12,0.5107620134949684
NASA,16,2,2,3,4,B0005,0.0021856619013388,0.0024986867792904,0.0100807219191119,0.0498851151998383,51,0.4789093917524311
NASA,16,2,2,3,4,B0006,0.0036352259657261,0.0028958600014448,0.0292287312189646,0.0530134717846882,29,0.4767665327811727
NASA,16,2,2,3,4,B0007,0.002847637140399,0.0007133373292163,0.0139586502459268,0.0263410881133558,32,0.415978940633627
NASA,16,2,2,3,4,B0018,0.0041082034585997,0.0030377202977736,0.0330502330123798,0.0541155096379963,11,0.5264699382166709
NASA,16,2,2,3,8,B0005,0.0025554700987413,0.002144659491023,0.0152518272015276,0.0460586327481181,44,0.4968609698116779
NASA,16,2,2,3,8,B0006,0.0029345822668719,0.0029584129030505,0.0312388631228173,0.0534866915084468,36,0.4776940303189413
NASA,16,2,2,3,8,B0007,0.002856634505507,0.0011184924980625,0.0225833846395859,0.0326724891171315,21,0.4140242018350741
NASA,16,2,2,3,8,B0018,0.0025636439968366,0.0040648519837607,0.0223499915950926,0.0633632372735521,29,0.5365212644849505
NASA,16,2,2,4,1,B0005,0.0703530270944942,0.0764971994794905,0.1133762330862173,0.274247668852544,3,0.6106889766195546
NASA,16,2,2,4,1,B0006,0.0031441665699028,0.0044127875783791,0.023046162587203,0.0660278352518916,39,0.6040371676622811
NASA,16,2,2,4,1,B0007,0.0032525434831364,0.0012469925117329,0.0235681004474048,0.0345173432140562,41,0.5267847952295522
NASA,16,2,2,4,1,B0018,0.0046066942159086,0.0028810090928648,0.0225337212372306,0.0531999274449815,13,0.6457019863706647
NASA,16,2,2,4,2,B0005,0.0703609260645779,0.076472325483337,0.1133678121995804,0.2742026637289086,3,0.6327643601790719
NASA,16,2,2,4,2,B0006,0.0066106807948513,0.0049433771055191,0.0404717289270536,0.0691345142323972,18,0.6216983481457359
NASA,16,2,2,4,2,B0007,0.0032033418408698,0.0009667498932685,0.013832424515418,0.0307833769882286,59,0.5382100871846646
NASA,16,2,2,4,2,B0018,0.0048627596503744,0.0048036164759347,0.0261906950424042,0.0688114899814334,32,0.663535278577071
NASA,16,2,2,4,4,B0005,0.0702794996852224,0.0766708406154066,0.1133067199010135,0.2745669336201969,3,0.6290824205979056
NASA,16,2,2,4,4,B0006,0.0039643202908337,0.0029994700259218,0.0304655228743851,0.0539134045877073,24,0.6172235228798606
NASA,16,2,2,4,4,B0007,0.0028427328215911,0.001004565997573,0.0164406942251951,0.0312655777842797,42,0.5446424561162149
NASA,16,2,2,4,4,B0018,0.0032979858612331,0.0037556916940957,0.0357755551073135,0.0602304122100978,44,0.6668540611863136
NASA,16,2,2,4,8,B0005,0.0703334134410728,0.0765882055275142,0.1131580361984401,0.274422543197805,3,0.6154378600742506
NASA,16,2,2,4,8,B0006,0.0042023848615248,0.0021714863444988,0.0297629123172429,0.0456388348730374,24,0.6114256978034973
NASA,16,2,2,4,8,B0007,0.0036460764240473,0.0013914247596403,0.016262857943896,0.0369455912379334,36,0.53720594729696
NASA,16,2,2,4,8,B0018,0.0704518094037969,0.0677149733528494,0.0598200140204092,0.2595325227186034,21,0.6537632186238359
NASA,16,2,3,1,1,B0005,0.0050600326027382,0.0024001491365197,0.0235752988354942,0.0484207558676055,35,0.247378093546087
NASA,16,2,3,1,1,B0006,0.0038213836219669,0.0036806132023533,0.0431642621301476,0.0591125862464136,26,0.236176293829213
NASA,16,2,3,1,1,B0007,0.0053371248715039,0.0014026543532963,0.0276986347380381,0.036413362183051,31,0.2065862113354253
NASA,16,2,3,1,1,B0018,0.0030306034216967,0.0034608394295598,0.0237339626086483,0.0583481728604388,26,0.2551878431568975
NASA,16,2,3,1,2,B0005,0.0051959079520946,0.0023858283784647,0.0238867277212771,0.0482573392531292,35,0.2793054537339644
NASA,16,2,3,1,2,B0006,0.0038244717817922,0.0036521138778577,0.0429799368322944,0.0588845171129355,26,0.2884460687637329
NASA,16,2,3,1,2,B0007,0.0053569958545267,0.0014364933798788,0.0280270159640733,0.0368502652016704,31,0.2011698227302701
NASA,16,2,3,1,2,B0018,0.0031154761769964,0.0034216030035167,0.0243414085878905,0.0579857966278443,26,0.26771312692891
NASA,16,2,3,1,4,B0005,0.0027517517922784,0.0022341159274219,0.0135555814149096,0.0470716536024058,73,0.2566672345643402
NASA,16,2,3,1,4,B0006,0.0099660013590685,0.0063976341237624,0.0907080147904709,0.0746648498996036,6,0.2422305895731999
NASA,16,2,3,1,4,B0007,0.0036992287625455,0.0008336503524333,0.010275277363496,0.0286895834528466,87,0.2160852824416116
NASA,16,2,3,1,4,B0018,0.0025367362250108,0.0021211952359105,0.0223157787042306,0.0455125897619156,24,0.2616663412614302
NASA,16,2,3,1,8,B0005,0.0189653386531228,0.002692939073313,0.0654695864270638,0.0475847921781872,4,0.2435193955898285
NASA,16,2,3,1,8,B0006,0.0360719895159656,0.0042712519255777,0.1196909659168541,0.0532790695813556,3,0.236848613490229
NASA,16,2,3,1,8,B0007,0.0040955184958875,0.0013072494242805,0.0185305034086974,0.0356778851010617,38,0.2167585019407601
NASA,16,2,3,1,8,B0018,0.0048431228109014,0.0038811247019718,0.0277256169567998,0.0616786320138822,27,0.2558048583091573
NASA,16,2,3,2,1,B0005,0.0034040451176803,0.0021114978808327,0.0254992523494176,0.0452380003412765,15,0.4175939628056117
NASA,16,2,3,2,1,B0006,0.0037968595173548,0.0038253957560906,0.0307474017886412,0.0610807293188018,33,0.3894729299365349
NASA,16,2,3,2,1,B0007,0.0022049429826438,0.0008408599474932,0.0198360941382341,0.0283110031908307,51,0.3474874765100613
NASA,16,2,3,2,1,B0018,0.0020571946515701,0.0037383141461759,0.0210207345904509,0.060779329757259,36,0.4240683828081403
NASA,16,2,3,2,2,B0005,0.0025122759927233,0.0018023277225438,0.0163678458079709,0.0421371219945062,38,0.4087690114974975
NASA,16,2,3,2,2,B0006,0.0029707658845423,0.0038986215367913,0.0290698458864594,0.0617585294928401,56,0.4009222262784054
NASA,16,2,3,2,2,B0007,0.00181839405559,0.0008285627547593,0.0172561286435439,0.028262791430563,87,0.3498712499565053
NASA,16,2,3,2,2,B0018,0.0048957972515684,0.0036295746297885,0.031321911134385,0.0594261593179861,44,0.4310907423496246
NASA,16,2,3,2,4,B0005,0.0025407325010746,0.0016396308710682,0.0142652614486001,0.0402402919733574,38,0.4066776078322838
NASA,16,2,3,2,4,B0006,0.0031807886394248,0.0037194754307468,0.027562823747524,0.0603614487827067,56,0.4047020705122697
NASA,16,2,3,2,4,B0007,0.0030607084691938,0.0009120496630202,0.0170782207661134,0.029713349059871,51,0.3549682053042129
NASA,16,2,3,2,4,B0018,0.0044741593592334,0.0040948262903839,0.0364398114521991,0.062944739716283,9,0.4361851544215761
NASA,16,2,3,2,8,B0005,0.0020695125038566,0.0017080395336961,0.0135000648716699,0.0411073521229472,38,0.4112226017590227
NASA,16,2,3,2,8,B0006,0.0027512244414538,0.0048085623420774,0.0328233061688141,0.0685625655474011,34,0.4019391051045171
NASA,16,2,3,2,8,B0007,0.00253611875491,0.0008981629754998,0.0216998900891008,0.0291731802536014,53,0.3579936223487331
NASA,16,2,3,2,8,B0018,0.003781861179353,0.0029129231891905,0.0179667127878006,0.0536716208910028,35,0.447038628838279
NASA,16,2,3,3,1,B0005,0.0043395703806626,0.0023876636914792,0.0284948052641359,0.0480257045857521,29,0.5641914387138522
NASA,16,2,3,3,1,B0006,0.0042873981027779,0.0021388621535152,0.0224741916276144,0.0456985036063513,58,0.5592276652654012
NASA,16,2,3,3,1,B0007,0.0037825794683562,0.001374615979148,0.0240739052530403,0.0362858195958413,27,0.487244113962701
