dataset,ks,depth,num_layers,num_heads,val_bat,train_loss,val_loss,val_soh_rmse,val_rul_rmse,epochs,time_per_epoch
NASA,2,3,1,4,B0005,0.0027517517922784796,0.0022341159274219535,0.013555581414909638,0.04707165360240586,73,0.25666723456434026
NASA,2,3,1,4,B0006,0.009966001359068534,0.006397634123762448,0.09070801479047093,0.07466484989960366,6,0.24223058957319993
NASA,2,3,1,4,B0007,0.0036992287625455195,0.0008336503524333239,0.010275277363496092,0.028689583452846612,87,0.2160852824416116
NASA,2,3,1,4,B0018,0.002536736225010827,0.002121195235910515,0.02231577870423069,0.04551258976191563,24,0.26166634126143024
NASA,2,3,1,8,B0005,0.018965338653122835,0.0026929390733130276,0.06546958642706381,0.047584792178187243,4,0.2435193955898285
NASA,2,3,1,8,B0006,0.03607198951596564,0.00427125192557772,0.11969096591685414,0.053279069581355656,3,0.23684861349022907
NASA,2,3,1,8,B0007,0.004095518495887518,0.0013072494242805988,0.018530503408697458,0.03567788510106179,38,0.21675850194076013
NASA,2,3,1,8,B0018,0.004843122810901453,0.003881124701971809,0.027725616956799856,0.061678632013882295,27,0.25580485830915733
NASA,2,3,2,1,B0005,0.003404045117680322,0.002111497880832758,0.025499252349417627,0.04523800034127658,15,0.41759396280561173
NASA,2,3,2,1,B0006,0.003796859517354857,0.0038253957560906806,0.030747401788641292,0.06108072931880188,33,0.38947292993653493
NASA,2,3,2,1,B0007,0.0022049429826438427,0.0008408599474932999,0.019836094138234117,0.028311003190830783,51,0.34748747651006134
NASA,2,3,2,1,B0018,0.002057194651570171,0.0037383141461759806,0.021020734590450927,0.060779329757259026,36,0.42406838280814035
NASA,2,3,2,2,B0005,0.002512275992723351,0.0018023277225438505,0.01636784580797094,0.042137121994506255,38,0.40876901149749756
NASA,2,3,2,2,B0006,0.00297076588454233,0.0038986215367913246,0.029069845886459472,0.061758529492840185,56,0.40092222627840546
NASA,2,3,2,2,B0007,0.0018183940555900335,0.0008285627547593322,0.01725612864354397,0.028262791430563056,87,0.3498712499565053
NASA,2,3,2,2,B0018,0.004895797251568486,0.0036295746297885976,0.031321911134385094,0.05942615931798615,44,0.43109074234962463
NASA,2,3,2,4,B0005,0.0025407325010746717,0.0016396308710682206,0.014265261448600172,0.04024029197335744,38,0.4066776078322838
NASA,2,3,2,4,B0006,0.0031807886394248767,0.0037194754307468734,0.027562823747524057,0.06036144878270679,56,0.4047020705122697
NASA,2,3,2,4,B0007,0.0030607084691938427,0.0009120496630202979,0.017078220766113438,0.029713349059871025,51,0.35496820530421297
NASA,2,3,2,4,B0018,0.004474159359233454,0.004094826290383935,0.03643981145219915,0.06294473971628307,9,0.4361851544215761
NASA,2,3,2,8,B0005,0.002069512503856624,0.0017080395336961374,0.013500064871669966,0.041107352122947236,38,0.4112226017590227
NASA,2,3,2,8,B0006,0.0027512244414538145,0.004808562342077494,0.032823306168814126,0.06856256554740119,34,0.4019391051045171
NASA,2,3,2,8,B0007,0.0025361187549100984,0.0008981629754998722,0.021699890089100886,0.029173180253601484,53,0.35799362234873316
NASA,2,3,2,8,B0018,0.0037818611793530485,0.002912923189190527,0.017966712787800612,0.05367162089100282,35,0.44703862883827905
NASA,2,3,3,1,B0005,0.0043395703806626525,0.002387663691479247,0.02849480526413598,0.04802570458575211,29,0.5641914387138522
NASA,2,3,3,1,B0006,0.0042873981027779255,0.0021388621535152197,0.022474191627614427,0.04569850360635131,58,0.5592276652654012
NASA,2,3,3,1,B0007,0.0037825794683562387,0.001374615979148075,0.024073905253040356,0.036285819595841366,27,0.487244113962701
NASA,2,3,3,1,B0018,0.008069354516919702,0.004130606461937229,0.030938178194584692,0.06352077894260226,21,0.6057874574893858
NASA,2,3,3,2,B0005,0.0022358401170508428,0.0022744832203898113,0.018957802522626396,0.04731324808165914,46,0.590299003051989
