dataset,model_dim,ks,depth,num_layers,num_heads,val_bat,train_loss,val_loss,val_soh_rmse,val_rul_rmse,epochs,time_per_epoch
NASA,128,7,4,3,4,B0018,0.06998487158368032,0.06696455708394448,0.07876768138425994,0.2575735317632911,20,0.8700955271720886
NASA,128,3,3,3,1,B0005,0.06515334783629938,0.07525361282750964,0.08079895699215349,0.2731314052800751,9,0.6454121491004681
NASA,128,3,3,3,1,B0006,0.0816393917934461,0.06452591189493735,0.08849507103871151,0.2524733102044844,4,0.6395549873510996
NASA,128,3,3,3,1,B0007,0.06518196604318088,0.07144629545509815,0.0758181302175668,0.26621693071236735,28,0.5647953351338705
NASA,128,3,3,3,1,B0018,0.06773754224802057,0.06675992626696825,0.060849937420122346,0.2576618976901309,4,0.6880862712860107
NASA,128,2,4,3,2,B0005,0.06794306974519383,0.07525182235985994,0.07981644811135816,0.2731570133579988,33,0.753986268673303
NASA,128,2,4,3,2,B0006,0.06604729795997794,0.06289309573670228,0.08602064190133935,0.24930531748183551,58,0.742881239988865
NASA,128,2,4,3,2,B0007,0.06540592718455526,0.07149830805137754,0.07940556087691224,0.2662100371053782,33,0.648881732292895
NASA,128,2,4,3,2,B0018,0.06790020269302961,0.06665161779771249,0.06757552811699037,0.2572838397499032,5,0.7855574321746827
NASA,128,5,3,4,4,B0005,0.06799620762467384,0.07524564769119024,0.07730861130369389,0.2732178376236684,17,0.9130997013401341
NASA,128,5,3,4,4,B0006,0.07204428416761485,0.06452806123221914,0.08802245284834664,0.2524940895676909,26,0.8838550007861593
NASA,128,5,3,4,4,B0007,0.06444221321079466,0.07147264587692917,0.0775959131079622,0.26621519814410155,48,0.7813245794352364
NASA,128,5,3,4,4,B0018,0.07253574735174577,0.06655803322792053,0.05907976228912748,0.2573110787006334,11,0.9611421861956196
NASA,128,7,3,3,1,B0005,0.06514709713784131,0.0752510717138648,0.08076640973714949,0.27312771585508705,9,0.7150475321144893
NASA,128,7,3,3,1,B0006,0.07893304459073326,0.06451490645607312,0.0867520690750465,0.25251200732149687,4,0.7080382108688354
NASA,128,7,3,3,1,B0007,0.06518610194325447,0.07144605475477875,0.07582115684591396,0.2662163953753402,28,0.6060785303513209
NASA,128,7,3,3,1,B0018,0.06840961907679836,0.06672775683303674,0.06458072302174372,0.2575086165771942,4,0.7374670008818308
NASA,128,7,2,2,8,B0005,0.05826531790874221,0.05479098216164857,0.16179994845913342,0.22841422824887528,43,0.4337207249232701
NASA,128,7,2,2,8,B0006,0.0027594797270880504,0.0040501422093560295,0.021525007602696572,0.06327566487190213,53,0.42028690037662036
NASA,128,7,2,2,8,B0007,0.06399533235364491,0.0696213352959603,0.0747103827478942,0.2627987261899516,11,0.3761666205621535
NASA,128,7,2,2,8,B0018,0.006426718435250223,0.003924543891722958,0.025368227368346652,0.06213042082085208,44,0.4559108689427376
NASA,128,2,2,3,4,B0005,0.06812173534523357,0.07534549292176962,0.08671998287438237,0.27311802490993353,15,0.5254466124943324
NASA,128,2,2,3,4,B0006,0.07892788099971684,0.06700624153017998,0.21609341127410917,0.24967299901912307,2,0.5146431922912598
NASA,128,2,2,3,4,B0007,0.06717830275495847,0.07028060853481292,0.11491595742493417,0.26260243984602216,23,0.44915202606556026
NASA,128,2,2,3,4,B0018,0.06906743533909321,0.06706456219156583,0.09078188511775516,0.2573721573805294,17,0.5609546803139351
NASA,128,2,3,3,8,B0005,0.06552113829688593,0.07519731996580958,0.07725209202005397,0.27313098161250193,9,0.636245267144565
NASA,128,2,3,3,8,B0006,0.06748086180199277,0.06451012675339977,0.08698671363760385,0.252494474400123,5,0.629577693939209
NASA,128,2,3,3,8,B0007,0.06739282069934739,0.0714455543551594,0.07758290927229357,0.2661646890419022,44,0.5423711575567722
NASA,128,2,3,3,8,B0018,0.06492793645884376,0.06689127224187057,0.06722036333527753,0.2577584437573377,4,0.6752001941204071
NASA,128,3,3,4,4,B0005,0.06798417696898634,0.07522296160459518,0.07719001524848373,0.2731796709505714,17,0.82906901514208
NASA,128,3,3,4,4,B0006,0.07203572243452072,0.06452995150660475,0.08805365101133143,0.25249674772734804,26,0.8162521642187367
NASA,128,3,3,4,4,B0007,0.06444039858049816,0.07147115753032267,0.07750068726554535,0.26621518047726966,48,0.71731658893473
NASA,128,3,3,4,4,B0018,0.0719758439809084,0.0668641213948528,0.0590671758392417,0.25790546648411933,11,0.8673968545852169
